network,geoname_id,latitude,longitude,accuracy_radius
2.9.60.0/23,2982637,48.1396,-0.1142,200
2.9.62.0/23,3004418,47.2919,-2.5138,200
2.9.64.0/23,3023512,47.277,-2.059,200
2.9.66.0/24,3025053,47.0667,-0.8833,100
2.9.67.0/24,2986060,47.1121,-2.0889,50
2.9.68.0/24,3025053,47.0667,-0.8833,100
2.9.69.0/24,3014025,48.2541,-0.4183,100
2.9.70.0/24,2977602,47.0358,-1.6412,100
2.9.71.0/24,3014025,48.2541,-0.4183,100
2.9.72.0/24,2997433,47.6753,-1.4331,100
2.9.73.0/24,2990969,47.2144,-1.5512,50
2.9.74.0/23,2979885,47.4079,-0.7619,100
2.9.76.0/22,2990969,47.2144,-1.5512,100
2.9.80.0/24,3031268,47.1776,-1.6214,20
2.9.81.0/24,3025053,47.0667,-0.8833,100
2.9.82.0/24,3021552,47.6672,-1.6699,100
2.9.83.0/24,3021318,47.6647,0.4725,100
2.9.84.0/24,2985490,47.1284,-2.2169,200
2.9.85.0/24,3013457,47.4142,-1.6531,20
2.9.86.0/24,3013457,47.4142,-1.6531,100
2.9.87.0/24,2975758,47.2667,-0.0833,100
2.9.88.0/24,2980961,46.5695,-0.8834,200
2.9.89.0/24,2993092,46.9767,-1.3085,50
2.9.90.0/24,3037701,48.1768,-0.7836,100
2.9.91.0/24,6613997,47.25,-2.1667,100
2.9.92.0/23,2969850,47.3932,0.053,100
2.9.94.0/24,3023839,48.2624,-0.6567,100
2.9.95.0/24,2969850,47.3932,0.053,100
2.9.96.0/24,3028535,47.2982,-1.4902,50
2.9.97.0/24,3009153,46.9414,-1.0621,50
2.9.98.0/24,3006090,47.3469,-2.5073,200
2.9.99.0/24,2988507,48.8543,2.3527,200
2.9.100.0/24,2994935,48.3,-0.6167,100
2.9.101.0/24,3010396,47.2958,-1.5531,100
2.9.102.0/23,2994935,48.3,-0.6167,100
2.9.104.0/24,2986060,47.1121,-2.0889,50
2.9.105.0/24,3024578,47.0871,-1.2829,50
2.9.106.0/23,3007873,46.6572,-1.5695,50
2.9.108.0/22,2986060,47.1121,-2.0889,50
2.9.112.0/21,3017382,48.8582,2.3387,500
2.9.120.0/22,3007873,46.6572,-1.5695,100
2.9.124.0/23,2980377,47.8901,0.609,100
2.9.126.0/24,3007873,46.6572,-1.5695,100
2.9.127.0/24,3023512,47.277,-2.059,100
2.9.128.0/23,3027586,46.4332,-0.8528,100
2.9.130.0/24,3027586,46.4332,-0.8528,100
2.9.131.0/24,3021315,47.2228,-0.1107,100
2.9.132.0/22,3027586,46.4332,-0.8528,100
2.9.136.0/21,3017382,48.8582,2.3387,500
2.9.144.0/23,2975560,48.077,0.2976,100
2.9.146.0/24,2975314,47.6833,-0.8667,100
2.9.147.0/24,2990085,47.4388,-1.4983,100
2.9.148.0/23,2990969,47.2173,-1.5534,50
2.9.150.0/24,3010181,47.7436,0.5592,100
2.9.151.0/24,3021601,47.3788,-0.6082,100
2.9.152.0/22,3011010,47.421,-0.3972,100
2.9.156.0/24,2972128,46.9021,-1.6833,50
2.9.157.0/24,2991207,47.9117,0.2494,100
2.9.158.0/24,2999362,47.1548,-0.2964,100
2.9.159.0/24,3037656,47.475,-0.5451,200
2.9.160.0/24,3034111,47.2046,-0.987,50
2.9.161.0/24,2977921,47.2833,-2.2,200
2.9.162.0/24,2977921,47.2833,-2.2,100
2.9.163.0/24,3003042,47.1381,-1.3348,50
2.9.164.0/24,3010413,48.1232,-0.6769,200
2.9.165.0/24,6613997,47.25,-2.1667,10
2.9.166.0/23,2989572,46.5352,-1.7729,100
2.9.168.0/24,3023324,47.2151,-1.7217,100
2.9.169.0/24,3030245,47.9106,0.3365,100
2.9.170.0/23,2975758,47.2667,-0.0833,100
2.9.172.0/24,3019259,48.1564,-0.3997,100
2.9.173.0/24,3017921,46.4667,-0.8167,100
2.9.174.0/24,3007213,47.3556,-0.8589,20
2.9.175.0/24,2970747,47.3846,-1.0284,50
2.9.176.0/24,2981146,46.8248,-1.7659,100
2.9.177.0/24,2967741,47.9296,0.072,100
2.9.178.0/24,2988634,47.4858,-1.2394,100
2.9.179.0/24,3010726,47.0149,-1.1973,10
2.9.180.0/24,2989876,47.565,-1.6263,50
2.9.181.0/24,2976984,47.2077,-1.5033,100
2.9.182.0/24,3025053,47.0667,-0.8833,100
2.9.183.0/24,3014392,47.3291,-2.4283,50
2.9.184.0/22,3007873,46.6572,-1.5695,50
2.9.188.0/24,3024578,47.0871,-1.2829,50
2.9.189.0/24,3004418,47.2919,-2.5138,100
2.9.190.0/24,3007195,47.3749,-0.6854,50
2.9.191.0/24,3003042,47.1381,-1.3348,50
2.9.192.0/22,2990969,47.2173,-1.5534,200
2.9.196.0/23,2969612,47.1687,-1.4693,50
2.9.198.0/24,2970923,47.1623,-1.2661,50
2.9.199.0/24,3233462,47.2596,-1.9183,100
2.9.200.0/24,2977921,47.2833,-2.2,100
2.9.201.0/24,3036348,46.5965,-1.4536,100
2.9.202.0/24,2978670,47.0841,-1.3352,50
2.9.203.0/24,2975758,47.2667,-0.0833,100
2.9.204.0/23,2997345,48.1218,-0.7172,200
2.9.206.0/23,3010040,47.0912,-1.6097,50
2.9.208.0/24,2997210,46.4577,-1.1651,100
2.9.209.0/24,2974701,47.5501,-2.075,100
2.9.210.0/24,3034339,47.4744,-0.6302,50
2.9.211.0/24,3026823,46.687,-1.0502,100
2.9.212.0/24,2977602,47.0358,-1.6412,200
2.9.213.0/24,2986060,47.1121,-2.0889,20
2.9.214.0/24,3033927,47.5013,-0.8,50
2.9.215.0/24,3008639,46.4473,-1.2662,100
2.9.216.0/22,2990969,47.2144,-1.5512,100
2.9.220.0/24,2977921,47.2833,-2.2,20
2.9.221.0/24,2980541,46.5562,-1.0548,100
2.9.222.0/23,2969111,47.3255,-1.7368,100
2.9.224.0/24,3006183,46.343,-1.437,100
2.9.225.0/24,2990969,47.2144,-1.5512,50
2.9.226.0/24,3011332,46.8806,-2.1217,200
2.9.227.0/24,3009516,46.7145,-1.3142,100
2.9.228.0/24,3021124,46.7386,-1.3846,100
2.9.229.0/24,2985490,47.1284,-2.2169,100
2.9.230.0/23,2985490,47.1284,-2.2169,100
2.9.232.0/24,3004418,47.2919,-2.5138,50
2.9.233.0/24,2986060,47.1121,-2.0889,50
2.9.234.0/24,2986060,47.1121,-2.0889,50
2.9.235.0/24,3015658,47.0992,-1.3002,50
2.9.236.0/22,2986060,47.1121,-2.0889,50
2.9.240.0/21,3017382,48.8582,2.3387,500
2.9.248.0/22,2984012,47.7934,-1.0544,100
2.9.252.0/23,3038086,47.9674,0.1581,200
2.9.254.0/23,2990969,47.2144,-1.5512,100
2.10.0.0/23,3014402,47.9076,-2.9794,20
2.10.2.0/24,2997577,47.75,-3.3667,5
2.10.3.0/24,3012778,47.9766,-3.2807,20
2.10.4.0/24,2986732,47.7333,-3.4333,10
2.10.5.0/24,3029155,47.8756,-3.3225,20
2.10.6.0/24,3022619,48.0346,-2.7663,20
2.10.7.0/24,3034582,47.8747,-3.0176,20
2.10.8.0/22,2983990,48.11,-1.6744,20
2.10.12.0/23,2983990,48.11,-1.6744,10
2.10.14.0/24,2983990,48.11,-1.6744,20
2.10.15.0/24,3034413,48.4261,-1.5743,20
2.10.16.0/24,3037656,47.475,-0.5451,100
2.10.17.0/24,2983990,48.11,-1.6744,10
2.10.18.0/23,2992537,48.1559,-1.7146,50
2.10.20.0/24,3027868,49.1948,-0.9368,100
2.10.21.0/24,2983990,48.11,-1.6744,20
2.10.22.0/23,2983990,48.11,-1.6744,20
2.10.24.0/24,3030300,48.3877,-4.4839,1
2.10.25.0/24,2986673,48.3406,-4.7185,20
2.10.26.0/24,3014192,48.6329,-4.4088,10
2.10.27.0/24,3030300,48.3877,-4.4839,20
2.10.28.0/23,3030300,48.3877,-4.4839,20
2.10.30.0/24,2986692,48.5333,-4.65,10
2.10.31.0/24,3030300,48.3877,-4.4839,20
2.10.32.0/22,3030300,48.3877,-4.4839,5
2.10.36.0/24,3030300,48.3877,-4.4839,20
2.10.37.0/24,3011686,48.645,-4.3656,20
2.10.38.0/23,3030300,48.3877,-4.4839,5
2.10.40.0/24,2983990,48.11,-1.6744,50
2.10.41.0/24,3018692,47.482,-2.3423,50
2.10.42.0/23,2979415,48.0651,-1.7209,50
2.10.44.0/24,3026306,48.1112,-1.4002,20
2.10.45.0/24,2986501,48.929,2.0495,200
2.10.46.0/23,2983990,48.11,-1.6744,20
2.10.48.0/22,2983990,48.11,-1.6744,50
2.10.52.0/24,3029006,47.4813,-2.3953,100
2.10.53.0/24,2983990,48.11,-1.6744,50
2.10.54.0/23,2983990,48.11,-1.6744,20
2.10.56.0/22,2983990,48.11,-1.6744,20
2.10.60.0/24,3038176,47.6375,-2.1632,50
2.10.61.0/24,3026275,48.0463,-1.5044,50
2.10.62.0/23,2983990,48.11,-1.6744,20
2.10.64.0/22,2984701,48,-4.1,20
2.10.68.0/23,2983990,48.11,-1.6744,10
2.10.70.0/24,3010266,47.7,-1.9333,100
2.10.71.0/24,3016828,48.2974,-1.5197,10
2.10.72.0/21,2978640,48.65,-2.0167,20
2.10.80.0/24,3021356,48.45,-2.0333,10
2.10.81.0/24,3021264,48.5476,-1.7502,20
2.10.82.0/23,3021356,48.45,-2.0333,20
2.10.84.0/24,2991030,47.9899,-2.8329,50
2.10.85.0/24,2970777,47.6579,-2.7557,20
2.10.86.0/24,2991866,47.9197,-2.8193,20
2.10.87.0/24,2970777,47.6579,-2.7557,20
2.10.88.0/24,3009239,47.7656,-2.1322,50
2.10.89.0/24,2983990,48.11,-1.6744,100
2.10.90.0/23,2980756,47.7303,-1.8252,100
2.10.92.0/22,2977390,48.6833,-3.9833,10
2.10.96.0/24,2982745,47.9667,-3.8333,20
2.10.97.0/24,3024035,47.875,-3.9224,20
2.10.98.0/24,2994692,47.9063,-3.8352,20
2.10.99.0/24,2984701,48,-4.1,20
2.10.100.0/23,2984701,48,-4.1,20
2.10.102.0/24,3004306,48.2946,-4.1793,50
2.10.103.0/24,2976773,48.1667,-3.8833,20
2.10.104.0/24,3028198,48.288,-2.1552,20
2.10.105.0/24,3007655,48.4579,-1.8282,50
2.10.106.0/24,3022611,48.5455,-2.2131,50
2.10.107.0/24,2988445,48.1918,-1.8291,20
2.10.108.0/22,3021356,48.45,-2.0333,20
2.10.112.0/24,2971681,48.5585,-2.0641,10
2.10.113.0/24,2986795,48.5425,-2.7798,50
2.10.114.0/23,3007919,48.6077,-2.1503,20
2.10.116.0/22,2986790,48.5341,-2.0552,20
2.10.120.0/24,2986649,48.5451,-3.1323,20
2.10.121.0/24,3028603,48.2759,-3.5733,50
2.10.122.0/24,2986817,48.6352,-2.94,20
2.10.123.0/24,3028603,48.274,-3.6216,50
2.10.124.0/24,2986649,48.5451,-3.1323,20
2.10.125.0/24,3015800,48.223,-3.397,50
2.10.126.0/24,3028603,48.2759,-3.5733,20
2.10.127.0/24,2984701,48,-4.1,100
2.10.128.0/23,2997577,47.75,-3.3667,20
2.10.130.0/24,2986160,48.0667,-2.9833,50
2.10.131.0/24,2986732,47.7333,-3.4333,10
2.10.132.0/24,2997577,47.75,-3.3667,5
2.10.133.0/24,2984699,47.8667,-3.55,20
2.10.134.0/23,3013521,47.8051,-3.2734,20
2.10.136.0/21,3007609,48.7333,-3.4667,10
2.10.144.0/23,2986678,48.4914,-2.7946,10
2.10.146.0/24,2981280,48.5151,-2.7684,20
2.10.147.0/24,2986801,48.3646,-2.4004,50
2.10.148.0/22,2981280,48.5151,-2.7684,20
2.10.152.0/23,2986632,48.7455,-3.0707,50
2.10.154.0/23,3013283,48.5143,-2.6663,20
2.10.156.0/24,2986681,48.7512,-2.9847,50
2.10.157.0/24,2986944,48.4073,-2.8173,20
2.10.158.0/23,2981876,48.5563,-2.5401,20
2.10.160.0/24,3008024,48.2338,-2.7327,10
2.10.161.0/24,2994431,48.1937,-2.4153,50
2.10.162.0/23,2981515,47.6909,-2.7465,20
2.10.164.0/24,2985787,48.3333,-3.65,100
2.10.165.0/24,3029068,48.275,-4.5961,50
2.10.166.0/23,2984704,48.2833,-4.1167,200
2.10.168.0/22,2970777,47.6579,-2.7557,20
2.10.172.0/24,2997957,47.7052,-3.108,20
2.10.173.0/24,2975916,47.5277,-2.7693,10
2.10.174.0/23,2997961,47.8862,-2.8354,20
2.10.176.0/24,2986793,47.6973,-2.8056,20
2.10.177.0/24,3029257,47.6312,-2.287,100
2.10.178.0/24,2986730,47.6571,-2.864,20
2.10.179.0/24,2995009,48.0826,-2.2848,50
2.10.180.0/24,2975113,47.619,-2.737,10
2.10.181.0/24,3036059,47.6703,-2.9918,20
2.10.182.0/24,2973702,47.6738,-2.5714,20
2.10.183.0/24,2997961,47.8862,-2.8354,50
2.10.184.0/23,3014213,48.4352,-4.3972,20
2.10.186.0/23,3022491,47.9333,-1.6667,20
2.10.188.0/24,3032685,47.8794,-2.7715,100
2.10.189.0/24,2983990,48.11,-1.6744,10
2.10.190.0/24,2975046,48.3325,-1.5354,20
2.10.191.0/24,2980446,47.6943,-2.0019,100
2.10.192.0/24,3021264,48.5476,-1.7502,200
2.10.193.0/24,3030300,48.3877,-4.4839,1
2.10.194.0/24,2986664,48.6,-4.5,20
2.10.195.0/24,3030300,48.3877,-4.4839,20
2.10.196.0/22,3030300,48.3877,-4.4839,20
2.10.200.0/23,2986710,48.1833,-4.2333,20
2.10.202.0/23,3021356,48.45,-2.0333,20
2.10.204.0/23,2986652,48.5782,-3.1843,20
2.10.206.0/24,2986803,48.176,-2.5932,10
2.10.207.0/24,2986665,48.2821,-2.7044,20
2.10.208.0/23,2971856,47.9,-3.5333,20
2.10.210.0/23,2991772,48.5833,-3.8333,20
2.10.212.0/23,3015602,47.9104,-4.1145,200
2.10.214.0/24,2982745,47.9667,-3.8333,20
2.10.215.0/24,2984701,48,-4.1,20
2.10.216.0/23,3007639,48.7128,-2.9655,100
2.10.218.0/24,2979160,48.5993,-1.9737,10
2.10.219.0/24,2988507,48.8543,2.3527,200
2.10.220.0/24,2975916,47.5277,-2.7693,20
2.10.221.0/24,2986601,47.6752,-2.9578,20
2.10.222.0/23,2986626,48.3833,-4.6167,20
2.10.224.0/24,2983990,48.11,-1.6744,50
2.10.225.0/24,2999203,47.9195,-1.4298,20
2.10.226.0/23,2979415,48.0651,-1.7209,50
2.10.228.0/22,2978640,48.65,-2.0167,20
2.10.232.0/24,2995009,48.0826,-2.2848,200
2.10.233.0/24,2986793,47.6973,-2.8056,50
2.10.234.0/24,3036601,47.5485,-2.8899,50
2.10.235.0/24,2997300,47.9893,-2.3834,50
2.10.236.0/24,3015305,47.758,-2.8464,50
2.10.237.0/24,2973637,47.5785,-2.6289,20
2.10.238.0/24,2975113,47.619,-2.737,20
2.10.239.0/24,2984741,47.4841,-3.1196,100
2.10.240.0/22,2983990,48.11,-1.6744,20
2.10.244.0/23,2983990,48.11,-1.6744,20
2.10.246.0/24,2967879,48.1178,-1.2058,200
2.10.247.0/24,2983990,48.11,-1.6744,10
2.10.248.0/24,3037418,48.4603,-1.4835,50
2.10.249.0/24,2967879,48.1178,-1.2058,50
2.10.250.0/23,3017592,48.15,-1.5833,20
2.10.252.0/24,3030661,47.9503,-1.9763,50
2.10.253.0/24,3017592,48.15,-1.5833,20
2.10.254.0/23,2983990,48.11,-1.6744,10
2.11.0.0/23,2984794,47.9667,-3.5333,100
2.11.2.0/24,3028667,48.6681,-3.9154,20
2.11.3.0/24,2971876,48.4222,-1.4756,200
2.11.4.0/24,2986807,48.0012,-2.0991,50
2.11.5.0/24,2984588,47.9633,-2.7122,100
2.11.6.0/24,2997514,48.7942,-3.412,100
2.11.7.0/24,3014393,47.9062,-2.1231,100
2.11.8.0/23,3001003,47.7408,-2.2128,100
2.11.10.0/24,3001003,47.7408,-2.2128,100
2.11.11.0/24,2986660,48.6765,-2.9284,100
2.11.12.0/24,3001003,47.7408,-2.2128,100
2.11.13.0/24,2986660,48.6765,-2.9284,100
2.11.14.0/23,3001003,47.7408,-2.2128,100
2.11.16.0/24,3014303,47.7889,-3.4867,50
2.11.17.0/24,2980331,48.5667,-3.8667,5
2.11.18.0/23,2981744,48.3703,-2.0133,50
2.11.20.0/23,3006796,48.7463,-3.2614,100
2.11.22.0/24,2984640,47.9041,-3.134,100
2.11.23.0/24,3006796,48.7463,-3.2614,100
2.11.24.0/24,3013521,47.8051,-3.2734,200
2.11.25.0/24,3020996,48.0954,-4.329,100
2.11.26.0/23,3033534,47.6751,-3.168,100
2.11.28.0/24,2990080,47.7487,-3.1864,50
2.11.29.0/24,2997577,47.75,-3.3667,10
2.11.30.0/24,2983885,47.9139,-1.3797,50
2.11.31.0/24,3011506,47.7629,-3.2378,100
2.11.32.0/24,2988507,48.8543,2.3527,500
2.11.33.0/24,3014294,47.9201,-1.8616,100
2.11.34.0/24,3013283,48.5143,-2.6663,50
2.11.35.0/24,2974949,47.8233,-2.5057,100
2.11.36.0/24,3026047,48.019,-1.6516,50
2.11.37.0/24,3013521,47.8051,-3.2734,100
2.11.38.0/24,3024035,47.875,-3.9224,100
2.11.39.0/24,3021351,48.6314,-2.0614,100
2.11.40.0/24,6613961,47.8167,-4.2667,200
2.11.41.0/24,2983990,48.11,-1.6744,500
2.11.42.0/24,3002351,48.1023,-1.7973,100
2.11.43.0/24,3026275,48.0463,-1.5044,100
2.11.44.0/24,2971930,48.6013,-2.9429,100
2.11.45.0/24,3014305,47.9676,-1.7953,50
2.11.46.0/24,2986669,47.6507,-2.9172,50
2.11.47.0/24,2988853,48.1485,-1.7733,100
2.11.48.0/24,3029713,48.0242,-1.7459,100
2.11.49.0/24,2984701,48,-4.1,1000
2.11.50.0/24,3035324,47.8442,-1.6849,200
2.11.51.0/24,2990841,48.0132,-2.3291,100
2.11.52.0/24,3025810,48.3763,-1.4611,100
2.11.53.0/24,2986695,48.5811,-2.1407,100
2.11.54.0/23,3033534,47.6751,-3.168,20
2.11.56.0/24,2972009,48.7667,-3.5667,100
2.11.57.0/24,2997577,47.75,-3.3667,100
2.11.58.0/23,2981515,47.6909,-2.7465,50
2.11.60.0/24,2997577,47.75,-3.3667,100
2.11.61.0/24,2978067,48.1897,-2.1949,100
2.11.62.0/24,3032126,47.781,-2.4384,100
2.11.63.0/24,2978067,48.1897,-2.1949,100
2.11.64.0/23,3014303,47.7889,-3.4867,100
2.11.66.0/24,2983990,48.11,-1.6744,100
2.11.67.0/24,2974691,48.333,-2.3392,100
2.11.68.0/24,2974423,48.4,-4.0833,100
2.11.69.0/24,2983990,48.11,-1.6744,100
2.11.70.0/24,2984783,48.4221,-2.6609,100
2.11.71.0/24,3014402,47.9076,-2.9794,100
2.11.72.0/24,2974423,48.4,-4.0833,100
2.11.73.0/24,2993647,47.8142,-3.6289,50
2.11.74.0/24,3019920,47.9956,-4.0222,50
2.11.75.0/24,2977414,47.5206,-3.1308,100
2.11.76.0/23,3028575,47.5835,-3.0788,50
2.11.78.0/24,3032685,47.8794,-2.7715,100
2.11.79.0/24,2986710,48.1833,-4.2333,200
2.11.80.0/23,2984741,47.4841,-3.1196,50
2.11.82.0/24,3036791,47.6271,-2.8215,100
2.11.83.0/24,3024137,48.4127,-1.7442,50
2.11.84.0/24,2981515,47.6909,-2.7465,200
2.11.85.0/24,3037044,48.95,2.25,200
2.11.86.0/24,3007488,48.288,-4.4628,100
2.11.87.0/24,2986611,47.8375,-2.6399,100
2.11.88.0/22,2986732,47.7333,-3.4333,100
2.11.92.0/23,2986732,47.7333,-3.4333,100
2.11.94.0/24,2986653,48.5667,-3.7,100
2.11.95.0/24,2982745,47.9667,-3.8333,100
2.11.96.0/23,3026306,48.1112,-1.4002,100
2.11.98.0/24,2986729,47.9317,-2.3978,100
2.11.99.0/24,2978640,48.65,-2.0167,100
2.11.100.0/24,2986608,47.7413,-2.915,50
2.11.101.0/24,2997577,47.75,-3.3667,50
2.11.102.0/24,3026047,48.019,-1.6516,200
2.11.103.0/24,2986757,48.5786,-2.0581,100
2.11.104.0/24,3024035,47.875,-3.9224,100
2.11.105.0/24,3026306,48.1112,-1.4002,100
2.11.106.0/24,3016152,48.2193,-1.7895,20
2.11.107.0/24,3024035,47.875,-3.9224,100
2.11.108.0/24,3020996,48.0954,-4.329,100
2.11.109.0/24,2971681,48.5585,-2.0641,50
2.11.110.0/24,3007874,48.4525,-4.2525,100
2.11.111.0/24,3014196,48.0494,-3.6436,100
2.11.112.0/24,2997964,47.5692,-2.9447,20
2.11.113.0/24,3017624,47.8919,-4.0148,200
2.11.114.0/24,2986410,48.6199,-3.09,100
2.11.115.0/24,2986697,48.3008,-2.007,100
2.11.116.0/24,3016152,48.2193,-1.7895,100
2.11.117.0/24,3036601,47.5485,-2.8899,100
2.11.118.0/23,3010369,48.1771,-1.7314,100
2.11.120.0/24,3008665,47.9785,-1.7168,200
2.11.121.0/24,2997577,47.75,-3.3667,100
2.11.122.0/24,2988088,47.8167,-4.3333,100
2.11.123.0/24,3007898,48.159,-1.2888,50
2.11.124.0/23,3024506,48.5087,-4.5414,100
2.11.126.0/24,3019930,47.6421,-3.1571,20
2.11.127.0/24,3031027,48.4987,-4.5041,100
2.11.128.0/24,2986730,47.6571,-2.864,100
2.11.129.0/24,2987056,47.8095,-1.9464,100
2.11.130.0/23,2994697,48.2177,-1.695,100
2.11.132.0/23,2984588,47.9633,-2.7122,50
2.11.134.0/23,3011686,48.645,-4.3656,100
2.11.136.0/23,3011686,48.645,-4.3656,200
2.11.138.0/23,2986729,47.9317,-2.3978,100
2.11.140.0/24,3026842,48.0889,-1.6152,200
2.11.141.0/24,3007874,48.4525,-4.2525,200
2.11.142.0/23,3007874,48.4525,-4.2525,200
2.11.144.0/22,2991866,47.9197,-2.8193,100
2.11.148.0/24,3003045,47.3456,-3.1541,10
2.11.149.0/24,2969228,48.3883,-2.9998,100
2.11.150.0/23,2997514,48.7942,-3.412,100
2.11.152.0/23,3007610,48.5709,-4.5223,100
2.11.154.0/23,2982745,47.9667,-3.8333,100
2.11.156.0/24,2988507,48.8543,2.3527,500
2.11.157.0/24,3007609,48.7333,-3.4667,500
2.11.158.0/24,2986725,47.9833,-4.2667,500
2.11.159.0/24,3004513,48.3605,-4.7709,500
2.11.160.0/24,2990471,47.8192,-3.7922,50
2.11.161.0/24,3036059,47.6703,-2.9918,50
2.11.162.0/24,3013521,47.8051,-3.2734,50
2.11.163.0/24,3036059,47.6703,-2.9918,50
2.11.164.0/24,2986640,48.6167,-4.2167,100
2.11.165.0/24,3024681,48.1258,-3.0716,100
2.11.166.0/23,3015434,48.0064,-1.8463,100
2.11.168.0/24,3008857,47.9557,-1.3017,50
2.11.169.0/24,3002351,48.1023,-1.7973,100
2.11.170.0/24,2986770,47.7588,-2.3736,50
2.11.171.0/24,2986653,48.5667,-3.7,100
2.11.172.0/24,3013971,48.3269,-4.1595,100
2.11.173.0/24,3014305,47.9676,-1.7953,50
2.11.174.0/24,3030300,48.3877,-4.4839,200
2.11.175.0/24,2986601,47.6752,-2.9578,100
2.11.176.0/24,2997577,47.75,-3.3667,100
2.11.177.0/24,2988088,47.8167,-4.3333,100
2.11.178.0/24,2978351,48.5833,-3.8333,100
2.11.179.0/24,2982207,47.8187,-2.2824,100
2.11.180.0/23,3029713,48.0242,-1.7459,200
2.11.182.0/24,2986818,48.446,-2.7467,50
2.11.183.0/24,2984640,47.9041,-3.134,50
2.11.184.0/24,3013971,48.3269,-4.1595,100
2.11.185.0/24,3008665,47.9785,-1.7168,100
2.11.186.0/24,2983046,48.3402,-1.2775,20
2.11.187.0/24,2986608,47.7413,-2.915,100
2.11.188.0/23,2984741,47.4841,-3.1196,100
2.11.190.0/24,2979407,48.5974,-2.1889,100
2.11.191.0/24,2983631,47.8333,-3.7,100
2.11.192.0/24,2983631,47.8333,-3.7,200
2.11.193.0/24,3007666,48.495,-2.7185,100
2.11.194.0/24,2988507,48.8543,2.3527,500
2.11.195.0/24,2983631,47.8333,-3.7,20
2.11.196.0/24,2981515,47.6909,-2.7465,100
2.11.197.0/24,2997577,47.75,-3.3667,200
2.11.198.0/24,3033534,47.6751,-3.168,100
2.11.199.0/24,2986688,48.4833,-4.25,50
2.11.200.0/24,3019943,48.0974,-1.1248,100
2.11.201.0/24,3007666,48.495,-2.7185,100
2.11.202.0/24,2993647,47.8142,-3.6289,100
2.11.203.0/24,2986729,47.9317,-2.3978,100
2.11.204.0/23,2988853,48.1485,-1.7733,100
2.11.206.0/24,3020283,47.9942,-3.8897,200
2.11.207.0/24,2976757,48.0292,-1.9318,100
2.11.208.0/24,3019930,47.6421,-3.1571,100
2.11.209.0/24,3031019,47.9293,-1.7453,100
2.11.210.0/24,2979613,48.2173,-2.936,100
2.11.211.0/24,3008665,47.9785,-1.7168,200
2.11.212.0/24,2984701,48,-4.1,50
2.11.213.0/24,2983990,48.11,-1.6744,200
2.11.214.0/23,2986685,48.6333,-4,100
2.11.216.0/21,3011686,48.645,-4.3656,100
2.11.224.0/24,2986662,48.7974,-3.2388,100
2.11.225.0/24,3022619,48.0346,-2.7663,100
2.11.226.0/24,2977299,48.6499,-2.8306,100
2.11.227.0/24,3035324,47.8442,-1.6849,100
2.11.228.0/24,3029713,48.0242,-1.7459,100
2.11.229.0/24,2986732,47.7333,-3.4333,100
2.11.230.0/24,2988088,47.8167,-4.3333,500
2.11.231.0/24,2981280,48.5151,-2.7684,100
2.11.232.0/24,3021351,48.6314,-2.0614,50
2.11.233.0/24,2986712,47.8333,-4.2833,100
2.11.234.0/24,3028575,47.5835,-3.0788,200
2.11.235.0/24,2982745,47.9667,-3.8333,100
2.11.236.0/23,3002351,48.1023,-1.7973,50
2.11.238.0/24,2981280,48.5151,-2.7684,100
2.11.239.0/24,2990331,47.5337,-2.283,100
2.11.240.0/24,3007663,47.8327,-3.1582,100
2.11.241.0/24,3018074,48.4,2.7,500
2.11.242.0/24,2983990,48.11,-1.6744,100
2.11.243.0/24,3017624,47.8919,-4.0148,100
2.11.244.0/24,3007874,48.4525,-4.2525,50
2.11.245.0/24,3029697,47.9634,-3.1711,100
2.11.246.0/24,3016152,48.2193,-1.7895,50
2.11.247.0/24,2984701,48,-4.1,10
2.11.248.0/24,3023511,48.4818,-2.1695,100
2.11.249.0/24,2997577,47.75,-3.3667,100
2.11.250.0/23,3013971,48.3269,-4.1595,100
2.11.252.0/24,2983990,48.11,-1.6744,100
2.11.253.0/24,2967234,48.4843,-2.6765,100
2.11.254.0/24,2977189,48.4333,-4.6167,200
2.11.255.0/24,2993647,47.8142,-3.6289,50
2.12.0.0/24,2986160,48.0667,-2.9833,100
2.12.1.0/24,2989382,47.9989,-1.6678,100
2.12.2.0/23,2986160,48.0667,-2.9833,100
2.12.4.0/24,2986160,48.0667,-2.9833,100
2.12.5.0/24,2986626,48.3833,-4.6167,100
2.12.6.0/23,2986160,48.0667,-2.9833,100
2.12.8.0/22,2984759,48.464,-2.0875,50
2.12.12.0/24,3007874,48.4525,-4.2525,50
2.12.13.0/24,2979160,48.5993,-1.9737,50
2.12.14.0/23,2986785,47.5418,-1.8861,200
2.12.16.0/21,3021351,48.6314,-2.0614,100
2.12.24.0/21,3017382,48.8582,2.3387,500
2.12.32.0/21,3017382,48.8582,2.3387,500
2.12.40.0/21,3014196,48.0494,-3.6436,100
2.12.48.0/21,3017382,48.8582,2.3387,500
2.12.56.0/21,2986724,48.037,-4.6661,100
2.12.64.0/21,3007874,48.4525,-4.2525,200
2.12.72.0/21,3017382,48.8582,2.3387,500
2.12.80.0/22,3037418,48.4603,-1.4835,100
2.12.84.0/22,2994692,47.9063,-3.8352,50
2.12.88.0/22,3017382,48.8582,2.3387,500
2.12.92.0/23,3017382,48.8582,2.3387,500
2.12.94.0/24,3017382,48.8582,2.3387,500
